acc_x, acc_y, acc_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2,1.91,1.33,0.0,0.0,0.0,0.0
4.17,3.21,2.08,0.0,0.0,0.0,0.0
4.44,3.13,1.38,0.0,0.0,0.0,0.0
4.58,2.7,1.1,0.0,0.0,0.0,0.0
3.98,2.59,1.81,0.0,0.0,0.0,0.0
3.44,2.72,2.61,1.0,-0.04,0.07,-0.04
3.42,2.01,3.24,0.99,-0.05,0.1,-0.04
3.09,1.37,3.66,0.99,-0.06,0.12,-0.04
2.85,1.09,4.62,0.99,-0.07,0.14,-0.04
2.27,0.6,6.13,0.99,-0.07,0.14,-0.04
1.92,0.58,6.93,0.98,-0.09,0.19,-0.04
1.75,0.36,7.76,0.97,-0.1,0.21,-0.03
1.85,-0.15,8.31,0.97,-0.11,0.24,-0.03
1.48,0.1,9.98,0.96,-0.12,0.26,-0.03
1.24,0.07,10.96,0.96,-0.12,0.26,-0.03
2.48,1.65,12.46,0.95,-0.13,0.28,-0.02
1.15,-0.78,13.05,0.95,-0.14,0.3,-0.01
0.34,-1.29,14.21,0.94,-0.15,0.31,-0.0
0.81,-0.37,14.86,0.93,-0.16,0.32,0.01
0.88,-1.58,14.96,0.93,-0.17,0.33,0.02
0.11,-3.19,14.53,0.92,-0.18,0.34,0.03
-0.36,-2.34,14.29,0.92,-0.19,0.35,0.04
-0.33,-2.25,13.89,0.91,-0.2,0.35,0.06
-0.12,-2.61,13.37,0.91,-0.21,0.35,0.07
-1.11,-2.98,13.69,0.9,-0.22,0.35,0.09
-1.76,-2.81,13.94,0.9,-0.23,0.35,0.1
-1.6,-3.12,14.13,0.9,-0.24,0.35,0.12
-1.75,-3.66,13.55,0.89,-0.25,0.35,0.14
-2.51,-6.19,12.85,0.89,-0.26,0.34,0.16
-2.51,-6.19,12.85,0.89,-0.26,0.33,0.19
-4.31,-4.26,18.16,0.88,-0.27,0.32,0.21
-4.11,-5.18,15.02,0.88,-0.27,0.3,0.24
-1.82,-8.12,6.8,0.88,-0.27,0.29,0.27
-2.56,-9.41,8.25,0.87,-0.28,0.27,0.29
-2.14,-10.29,8.4,0.87,-0.28,0.26,0.31
-1.36,-10.52,6.84,0.87,-0.28,0.26,0.31
-0.88,-10.43,6.0,0.87,-0.29,0.24,0.33
-0.88,-10.43,6.0,0.86,-0.29,0.22,0.35
-0.32,-10.79,5.2,0.86,-0.29,0.21,0.37
-0.33,-10.45,5.02,0.85,-0.29,0.19,0.39
-0.47,-10.49,4.16,0.85,-0.29,0.17,0.41
-0.32,-10.88,4.28,0.85,-0.29,0.17,0.41
-0.13,-11.31,3.95,0.84,-0.29,0.16,0.42
-0.13,-11.31,3.95,0.84,-0.29,0.14,0.44
0.28,-11.9,3.7,0.84,-0.28,0.13,0.45
0.69,-12.23,2.73,0.84,-0.28,0.11,0.46
0.43,-11.82,1.81,0.83,-0.27,0.1,0.47
0.58,-11.41,1.68,0.83,-0.27,0.1,0.47
0.79,-10.96,1.18,0.83,-0.26,0.09,0.48
0.79,-10.96,1.18,0.83,-0.26,0.08,0.48
0.54,-10.84,1.17,0.83,-0.25,0.07,0.49
0.52,-11.15,2.62,0.83,-0.25,0.06,0.5
0.48,-11.13,3.4,0.83,-0.24,0.04,0.5
0.33,-11.1,3.76,0.83,-0.24,0.04,0.5
0.26,-11.08,3.23,0.83,-0.24,0.03,0.51
0.26,-11.08,3.23,0.83,-0.23,0.01,0.51
0.34,-12.02,2.55,0.83,-0.22,0.0,0.51
0.47,-12.41,2.73,0.83,-0.22,-0.01,0.51
0.49,-12.59,2.98,0.83,-0.21,-0.02,0.51
0.5,-12.8,3.32,0.83,-0.21,-0.02,0.51
0.52,-12.65,3.6,0.84,-0.19,-0.03,0.51
0.52,-12.65,3.6,0.84,-0.18,-0.04,0.51
0.22,-12.07,3.51,0.84,-0.16,-0.05,0.51
0.75,-11.45,2.71,0.85,-0.15,-0.07,0.51
1.56,-10.29,0.93,0.85,-0.13,-0.08,0.5
1.94,-10.23,1.08,0.85,-0.13,-0.08,0.5
1.9,-9.73,1.98,0.85,-0.12,-0.09,0.5
